step,robot_id,x,y
31,scout,10.0982202485327,1.294660745598106
31,rover,10,1
32,drone,26.40338878661562,23.403388786615523
32,scout,10.101388643646658,1.3041659309399805
32,rover,10,1
33,drone,27.039784889683485,24.039784889683443
33,scout,10.104557038760616,1.3136711162818548
33,rover,10,1
34,drone,27.67618099275137,24.676180992751345
34,scout,10.107725433874574,1.3231763016237292
34,rover,10,1
35,drone,28.312577095819254,25.312577095819247
35,scout,10.110893828988532,1.3326814869656036
35,rover,10,1
36,drone,28.948973198887145,25.948973198887142
36,scout,10.11406222410249,1.342186672307478
36,rover,10,1
37,drone,29.585369301955037,26.585369301955037
37,scout,10.117230619216448,1.3516918576493524
37,rover,10,1
38,drone,30.22176540502293,27.22176540502293
38,scout,10.120399014330406,1.3611970429912268
38,rover,10,1
39,drone,30.85816150809082,27.85816150809082
39,scout,10.123567409444364,1.3707022283331012
39,rover,10,1
40,drone,31.49455761115871,28.49455761115871
40,scout,10.126735804558322,1.3802074136749756
40,rover,10,1
41,drone,32.13095371422661,29.130953714226603
41,scout,10.12990419967228,1.38971259901685
41,rover,10,1
42,drone,32.7673498172945,29.767349817294498
42,scout,10.133072594786238,1.3992177843587243
42,rover,10,1
43,drone,33.40374592036239,30.403745920362393
43,scout,10.136240989900196,1.4087229697005987
43,rover,10,1
44,drone,34.040142023430285,31.040142023430285
44,scout,10.139409385014154,1.4182281550424731
44,rover,10,1
45,drone,34.67653812649818,31.676538126498176
45,scout,10.142577780128113,1.4277333403843475
45,rover,10,1
46,drone,35.31293422956607,32.31293422956607
46,scout,10.14574617524207,1.437238525726222
46,rover,10,1
47,drone,35.94933033263396,32.94933033263396
47,scout,10.148914570356029,1.4467437110680963
47,rover,10,1
48,drone,36.58572643570186,33.58572643570186
48,scout,10.152082965469987,1.4562488964099707
48,rover,10,1
49,drone,37.22212253876975,34.22212253876975
49,scout,10.155251360583945,1.465754081751845
49,rover,10,1
50,drone,37.85851864183765,34.85851864183765
50,scout,10.158419755697903,1.4752592670937195
50,rover,10,1
51,drone,38.49491474490554,35.49491474490554
51,scout,10.16158815081186,1.4847644524355939
51,rover,10,1
52,drone,39.13131084797344,36.13131084797344
52,scout,10.164756545925819,1.4942696377774682
52,rover,10,1
53,drone,39.76770695104133,36.76770695104133
53,scout,10.167924941039777,1.5037748231193426
53,rover,10,1
54,drone,40.40410305410923,37.40410305410923
54,scout,10.171093336153735,1.513280008461217
54,rover,10,1
55,drone,41.300676976213374,37.48255815083843
55,scout,10.174261731267693,1.5227851938030914
55,rover,10,1
56,drone,41.300676976213374,37.48255815083843
56,scout,10.177430126381651,1.5322903791449658
56,rover,10,1
57,drone,41.300676976213374,37.48255815083843
57,scout,10.18059852149561,1.5417955644868402
57,rover,10,1
58,drone,41.300676976213374,37.48255815083843
58,scout,10.183766916609567,1.5513007498287146
58,rover,10,1
59,drone,41.300676976213374,37.48255815083843
59,scout,10.186935311723525,1.560805935170589
59,rover,10,1
60,drone,41.300676976213374,37.48255815083843
60,scout,10.190103706837483,1.5703111205124634
60,rover,10,1
61,drone,41.300676976213374,37.48255815083843
61,scout,10.193272101951441,1.5798163058543377
61,rover,10,1
62,drone,41.300676976213374,37.48255815083843
62,scout,10.1964404970654,1.5893214911962121
62,rover,10,1
63,drone,41.300676976213374,37.48255815083843
63,scout,10.199608892179358,1.5988266765380865
63,rover,10,1
64,drone,41.300676976213374,37.48255815083843
64,scout,10.202777287293316,1.608331861879961
64,rover,10,1
65,drone,41.300676976213374,37.48255815083843
65,scout,10.205945682407274,1.6178370472218353
65,rover,10,1
66,drone,41.300676976213374,37.48255815083843
66,scout,10.209114077521232,1.6273422325637097
66,rover,10,1
67,drone,41.300676976213374,37.48255815083843
67,scout,10.21228247263519,1.636847417905584
67,rover,10,1
68,drone,41.300676976213374,37.48255815083843
68,scout,10.215450867749148,1.6463526032474585
68,rover,10,1
69,drone,41.300676976213374,37.48255815083843
69,scout,10.218619262863106,1.6558577885893329
69,rover,10,1
70,drone,41.300676976213374,37.48255815083843
70,scout,10.221787657977064,1.6653629739312072
70,rover,10,1
71,drone,41.300676976213374,37.48255815083843
71,scout,10.224956053091022,1.6748681592730816
71,rover,10,1
72,drone,41.300676976213374,37.48255815083843
72,scout,10.22812444820498,1.684373344614956
72,rover,10,1
73,drone,41.300676976213374,37.48255815083843
73,scout,10.231292843318938,1.6938785299568304
73,rover,10,1
74,drone,41.300676976213374,37.48255815083843
74,scout,10.234461238432896,1.7033837152987048
74,rover,10,1
75,drone,41.300676976213374,37.48255815083843
75,scout,10.237629633546854,1.7128889006405792
75,rover,10,1
76,drone,41.300676976213374,37.48255815083843
76,scout,10.240798028660812,1.7223940859824536
76,rover,10,1
77,drone,41.300676976213374,37.48255815083843
77,scout,10.24396642377477,1.731899271324328
77,rover,10,1
78,drone,41.300676976213374,37.48255815083843
78,scout,10.247134818888728,1.7414044566662024
78,rover,10,1
79,drone,41.300676976213374,37.48255815083843
79,scout,10.250303214002686,1.7509096420080767
79,rover,10,1
80,drone,41.300676976213374,37.48255815083843
80,scout,10.253471609116644,1.7604148273499511
80,rover,10,1
81,drone,41.300676976213374,37.48255815083843
81,scout,10.256640004230603,1.7699200126918255
81,rover,10,1
82,drone,41.300676976213374,37.48255815083843
82,scout,10.25980839934456,1.7794251980337
82,rover,10,1
83,drone,41.300676976213374,37.48255815083843
83,scout,10.262976794458519,1.7889303833755743
83,rover,10,1
84,drone,41.300676976213374,37.48255815083843
84,scout,10.266145189572477,1.7984355687174487
84,rover,10,1
85,drone,41.300676976213374,37.48255815083843
85,scout,10.269313584686435,1.807940754059323
85,rover,10,1
86,drone,41.300676976213374,37.48255815083843
86,scout,10.272481979800393,1.8174459394011975
86,rover,10,1
87,drone,41.300676976213374,37.48255815083843
87,scout,10.27565037491435,1.8269511247430719
87,rover,10,1
88,drone,41.300676976213374,37.48255815083843
88,scout,10.278818770028309,1.8364563100849463
88,rover,10,1
89,drone,41.300676976213374,37.48255815083843
89,scout,10.281987165142267,1.8459614954268206
89,rover,10,1
90,drone,41.300676976213374,37.48255815083843
90,scout,10.285155560256225,1.855466680768695
90,rover,10,1
91,drone,41.300676976213374,37.48255815083843
91,scout,10.288323955370183,1.8649718661105694
91,rover,10,1
92,drone,41.300676976213374,37.48255815083843
92,scout,10.291492350484141,1.8744770514524438
92,rover,10,1
93,drone,41.300676976213374,37.48255815083843
93,scout,10.2946607455981,1.8839822367943182
93,rover,10,1
94,drone,41.300676976213374,37.48255815083843
94,scout,10.297829140712057,1.8934874221361926
94,rover,10,1
95,drone,41.300676976213374,37.48255815083843
95,scout,10.300997535826015,1.902992607478067
95,rover,10,1
96,drone,41.300676976213374,37.48255815083843
96,scout,10.304165930939973,1.9124977928199414
96,rover,10,1
97,drone,41.300676976213374,37.48255815083843
97,scout,10.307334326053931,1.9220029781618158
97,rover,10,1
98,drone,41.300676976213374,37.48255815083843
98,scout,10.31050272116789,1.9315081635036901
98,rover,10,1
99,drone,41.300676976213374,37.48255815083843
99,scout,10.313671116281848,1.9410133488455645
99,rover,10,1
100,drone,41.300676976213374,37.48255815083843
100,scout,10.316839511395806,1.950518534187439
100,rover,10,1
101,drone,41.300676976213374,37.48255815083843
101,scout,10.320007906509764,1.9600237195293133
101,rover,10,1
102,drone,41.300676976213374,37.48255815083843
102,scout,10.323176301623722,1.9695289048711877
102,rover,10,1
103,drone,41.300676976213374,37.48255815083843
103,scout,10.32634469673768,1.979034090213062
103,rover,10,1
104,drone,41.300676976213374,37.48255815083843
104,scout,10.329513091851638,1.9885392755549365
104,rover,10,1
105,drone,41.300676976213374,37.48255815083843
105,scout,10.332681486965596,1.9980444608968109
105,rover,10,1
106,drone,41.300676976213374,37.48255815083843
106,scout,10.335849882079554,2.0075496462386853
106,rover,10,1
107,drone,41.300676976213374,37.48255815083843
107,scout,10.33729640323452,2.0207013943872894
107,rover,10,1
108,drone,41.300676976213374,37.48255815083843
108,scout,10.338742924389486,2.0338531425358934
108,rover,10,1
109,drone,41.300676976213374,37.48255815083843
109,scout,10.340189445544452,2.0470048906844975
109,rover,10,1
110,drone,41.300676976213374,37.48255815083843
110,scout,10.34163596669942,2.0601566388331016
110,rover,10,1
111,drone,41.300676976213374,37.48255815083843
111,scout,10.343082487854385,2.0733083869817057
111,rover,10,1
112,drone,41.300676976213374,37.48255815083843
112,scout,10.344529009009353,2.08646013513031
112,rover,10,1
113,drone,41.300676976213374,37.48255815083843
113,scout,10.345975530164319,2.099611883278914
113,rover,10,1
114,drone,41.300676976213374,37.48255815083843
114,scout,10.347422051319286,2.112763631427518
114,rover,10,1
115,drone,41.300676976213374,37.48255815083843
115,scout,10.348868572474252,2.125915379576122
115,rover,10,1
116,drone,41.300676976213374,37.48255815083843
116,scout,10.35031509362922,2.139067127724726
116,rover,10,1
117,drone,41.300676976213374,37.48255815083843
117,scout,10.351761614784186,2.1522188758733303
117,rover,10,1
118,drone,41.300676976213374,37.48255815083843
118,scout,10.353208135939154,2.1653706240219344
118,rover,10,1
119,drone,41.300676976213374,37.48255815083843
119,scout,10.35465465709412,2.1785223721705385
119,rover,10,1
120,drone,41.300676976213374,37.48255815083843
120,scout,10.356101178249087,2.1916741203191425
120,rover,10,1
121,drone,41.300676976213374,37.48255815083843
121,scout,10.357547699404053,2.2048258684677466
121,rover,10,1
122,drone,41.300676976213374,37.48255815083843
122,scout,10.35899422055902,2.2179776166163507
122,rover,10,1
123,drone,41.300676976213374,37.48255815083843
123,scout,10.360440741713987,2.231129364764955
123,rover,10,1
124,drone,41.300676976213374,37.48255815083843
124,scout,10.361887262868954,2.244281112913559
124,rover,10,1
125,drone,41.300676976213374,37.48255815083843
125,scout,10.36333378402392,2.257432861062163
125,rover,10,1
126,drone,41.300676976213374,37.48255815083843
126,scout,10.364780305178888,2.270584609210767
126,rover,10,1
127,drone,41.300676976213374,37.48255815083843
127,scout,10.366226826333854,2.283736357359371
127,rover,10,1
128,drone,41.300676976213374,37.48255815083843
128,scout,10.367673347488822,2.2968881055079753
128,rover,10,1
129,drone,41.300676976213374,37.48255815083843
129,scout,10.369119868643788,2.3100398536565794
129,rover,10,1
130,drone,41.300676976213374,37.48255815083843
130,scout,10.370566389798755,2.3231916018051835
130,rover,10,1
131,drone,41.300676976213374,37.48255815083843
131,scout,10.372012910953721,2.3363433499537876
131,rover,10,1
132,drone,41.300676976213374,37.48255815083843
132,scout,10.373459432108689,2.3494950981023917
132,rover,10,1
133,drone,41.300676976213374,37.48255815083843
133,scout,10.374905953263655,2.3626468462509957
133,rover,10,1
134,drone,41.300676976213374,37.48255815083843
134,scout,10.376352474418622,2.3757985943996
134,rover,10,1
135,drone,41.300676976213374,37.48255815083843
135,scout,10.377798995573588,2.388950342548204
135,rover,10,1
136,drone,41.300676976213374,37.48255815083843
136,scout,10.379245516728556,2.402102090696808
136,rover,10,1
137,drone,41.300676976213374,37.48255815083843
137,scout,10.380692037883522,2.415253838845412
137,rover,10,1
138,drone,41.300676976213374,37.48255815083843
138,scout,10.38213855903849,2.428405586994016
138,rover,10,1
139,drone,41.300676976213374,37.48255815083843
139,scout,10.383585080193455,2.4415573351426203
139,rover,10,1
140,drone,41.300676976213374,37.48255815083843
140,scout,10.385031601348423,2.4547090832912244
140,rover,10,1
141,drone,41.300676976213374,37.48255815083843
141,scout,10.386478122503389,2.4678608314398285
141,rover,10,1
142,drone,41.300676976213374,37.48255815083843
142,scout,10.387924643658357,2.4810125795884326
142,rover,10,1
143,drone,41.300676976213374,37.48255815083843
143,scout,10.389371164813323,2.4941643277370367
143,rover,10,1
144,drone,41.300676976213374,37.48255815083843
144,scout,10.39081768596829,2.5073160758856408
144,rover,10,1
145,drone,41.300676976213374,37.48255815083843
145,scout,10.392264207123256,2.520467824034245
145,rover,10,1
146,drone,41.300676976213374,37.48255815083843
146,scout,10.393710728278224,2.533619572182849
146,rover,10,1
147,drone,41.300676976213374,37.48255815083843
147,scout,10.39515724943319,2.546771320331453
147,rover,10,1
148,drone,41.300676976213374,37.48255815083843
148,scout,10.396603770588158,2.559923068480057
148,rover,10,1
149,drone,41.300676976213374,37.48255815083843
149,scout,10.398050291743123,2.573074816628661
149,rover,10,1
150,drone,41.300676976213374,37.48255815083843
150,scout,10.399496812898091,2.5862265647772653
150,rover,10,1
151,drone,41.300676976213374,37.48255815083843
151,scout,10.400943334053057,2.5993783129258694
151,rover,10,1
152,drone,41.300676976213374,37.48255815083843
152,scout,10.402389855208025,2.6125300610744735
152,rover,10,1
153,drone,41.300676976213374,37.48255815083843
153,scout,10.40383637636299,2.6256818092230776
153,rover,10,1
154,drone,41.300676976213374,37.48255815083843
154,scout,10.405282897517957,2.6388335573716817
154,rover,10,1
155,drone,41.300676976213374,37.48255815083843
155,scout,10.406729418672924,2.6519853055202858
155,rover,10,1
156,drone,41.300676976213374,37.48255815083843
156,scout,10.40817593982789,2.66513705366889
156,rover,10,1
157,drone,41.300676976213374,37.48255815083843
157,scout,10.409622460982858,2.678288801817494
157,rover,10,1
158,drone,41.300676976213374,37.48255815083843
158,scout,10.411068982137824,2.691440549966098
158,rover,10,1
159,drone,41.300676976213374,37.48255815083843
159,scout,10.412515503292791,2.704592298114702
159,rover,10,1
160,drone,41.300676976213374,37.48255815083843
160,scout,10.413962024447757,2.7177440462633062
160,rover,10,1
161,drone,41.300676976213374,37.48255815083843
161,scout,10.415408545602725,2.7308957944119103
161,rover,10,1
162,drone,41.300676976213374,37.48255815083843
162,scout,10.416855066757691,2.7440475425605144
162,rover,10,1
163,drone,41.300676976213374,37.48255815083843
163,scout,10.418301587912659,2.7571992907091185
163,rover,10,1
164,drone,41.300676976213374,37.48255815083843
164,scout,10.419748109067624,2.7703510388577226
164,rover,10,1
165,drone,41.300676976213374,37.48255815083843
165,scout,10.421194630222592,2.7835027870063267
165,rover,10,1
166,drone,41.300676976213374,37.48255815083843
166,scout,10.422641151377558,2.796654535154931
166,rover,10,1
167,drone,41.300676976213374,37.48255815083843
167,scout,10.424087672532526,2.809806283303535
167,rover,10,1
168,drone,41.300676976213374,37.48255815083843
168,scout,10.425534193687492,2.822958031452139
168,rover,10,1
169,drone,41.300676976213374,37.48255815083843
169,scout,10.42698071484246,2.836109779600743
169,rover,10,1
170,drone,41.300676976213374,37.48255815083843
170,scout,10.428427235997425,2.849261527749347
170,rover,10,1
171,drone,41.300676976213374,37.48255815083843
171,scout,10.429873757152393,2.8624132758979512
171,rover,10,1
172,drone,41.300676976213374,37.48255815083843
172,scout,10.431320278307359,2.8755650240465553
172,rover,10,1
173,drone,41.300676976213374,37.48255815083843
173,scout,10.432766799462327,2.8887167721951594
173,rover,10,1
174,drone,41.300676976213374,37.48255815083843
174,scout,10.434213320617292,2.9018685203437635
174,rover,10,1
175,drone,41.300676976213374,37.48255815083843
175,scout,10.43565984177226,2.9150202684923676
175,rover,10,1
176,drone,41.300676976213374,37.48255815083843
176,scout,10.437106362927226,2.9281720166409717
176,rover,10,1
177,drone,41.300676976213374,37.48255815083843
177,scout,10.438552884082194,2.941323764789576
177,rover,10,1
178,drone,41.300676976213374,37.48255815083843
178,scout,10.43999940523716,2.95447551293818
178,rover,10,1
179,drone,41.300676976213374,37.48255815083843
179,scout,10.441445926392127,2.967627261086784
179,rover,10,1
180,drone,41.300676976213374,37.48255815083843
180,scout,10.442892447547093,2.980779009235388
180,rover,10,1
181,drone,41.300676976213374,37.48255815083843
181,scout,10.444338968702061,2.993930757383992
181,rover,10,1
182,drone,41.300676976213374,37.48255815083843
182,scout,10.445785489857027,3.0070825055325963
182,rover,10,1
183,drone,41.300676976213374,37.48255815083843
183,scout,10.446429082902982,3.0248052759697366
183,rover,10,1
184,drone,41.300676976213374,37.48255815083843
184,scout,10.447072675948938,3.042528046406877
184,rover,10,1
185,drone,41.300676976213374,37.48255815083843
185,scout,10.447716268994894,3.0602508168440172
185,rover,10,1
186,drone,41.300676976213374,37.48255815083843
186,scout,10.44835986204085,3.0779735872811576
186,rover,10,1
187,drone,41.300676976213374,37.48255815083843
187,scout,10.449003455086805,3.095696357718298
187,rover,10,1
188,drone,41.300676976213374,37.48255815083843
188,scout,10.44964704813276,3.113419128155438
188,rover,10,1
189,drone,41.300676976213374,37.48255815083843
189,scout,10.450290641178716,3.1311418985925785
189,rover,10,1
190,drone,41.300676976213374,37.48255815083843
190,scout,10.450934234224674,3.148864669029719
190,rover,10,1
191,drone,41.300676976213374,37.48255815083843
191,scout,10.45157782727063,3.166587439466859
191,rover,10,1
192,drone,41.300676976213374,37.48255815083843
192,scout,10.452221420316587,3.1843102099039995
192,rover,10,1
193,drone,41.300676976213374,37.48255815083843
193,scout,10.452865013362542,3.20203298034114
193,rover,10,1
194,drone,41.300676976213374,37.48255815083843
194,scout,10.4535086064085,3.21975575077828
194,rover,10,1
195,drone,41.300676976213374,37.48255815083843
195,scout,10.454152199454455,3.2374785212154205
195,rover,10,1
196,drone,41.300676976213374,37.48255815083843
196,scout,10.454795792500413,3.255201291652561
196,rover,10,1
197,drone,41.300676976213374,37.48255815083843
197,scout,10.455439385546368,3.272924062089701
197,rover,10,1
198,drone,41.300676976213374,37.48255815083843
198,scout,10.456082978592326,3.2906468325268414
198,rover,10,1
199,drone,41.300676976213374,37.48255815083843
199,scout,10.456726571638281,3.3083696029639817
199,rover,10,1
200,drone,41.300676976213374,37.48255815083843
200,scout,10.457370164684239,3.326092373401122
200,rover,10,1
201,drone,41.300676976213374,37.48255815083843
201,scout,10.458013757730194,3.3438151438382624
201,rover,10,1
202,drone,41.300676976213374,37.48255815083843
202,scout,10.458657350776152,3.3615379142754027
202,rover,10,1
203,drone,41.300676976213374,37.48255815083843
203,scout,10.459300943822107,3.379260684712543
203,rover,10,1
204,drone,41.300676976213374,37.48255815083843
204,scout,10.459944536868065,3.3969834551496834
204,rover,10,1
205,drone,41.300676976213374,37.48255815083843
205,scout,10.46058812991402,3.4147062255868237
205,rover,10,1
206,drone,41.300676976213374,37.48255815083843
206,scout,10.461231722959978,3.432428996023964
206,rover,10,1
207,drone,41.300676976213374,37.48255815083843
207,scout,10.461875316005933,3.4501517664611043
207,rover,10,1
208,drone,41.300676976213374,37.48255815083843
208,scout,10.46251890905189,3.4678745368982447
208,rover,10,1
209,drone,41.300676976213374,37.48255815083843
209,scout,10.463162502097846,3.485597307335385
209,rover,10,1
210,drone,41.300676976213374,37.48255815083843
210,scout,10.463806095143804,3.5033200777725253
210,rover,10,1
211,drone,41.300676976213374,37.48255815083843
211,scout,10.46444968818976,3.5210428482096656
211,rover,10,1
212,drone,41.300676976213374,37.48255815083843
212,scout,10.465093281235717,3.538765618646806
212,rover,10,1
213,drone,41.300676976213374,37.48255815083843
213,scout,10.465736874281673,3.5564883890839463
213,rover,10,1
214,drone,41.300676976213374,37.48255815083843
214,scout,10.46638046732763,3.5742111595210866
214,rover,10,1
215,drone,41.300676976213374,37.48255815083843
215,scout,10.467024060373586,3.591933929958227
215,rover,10,1
216,drone,41.300676976213374,37.48255815083843
216,scout,10.467667653419543,3.6096567003953672
216,rover,10,1
217,drone,41.300676976213374,37.48255815083843
217,scout,10.468311246465499,3.6273794708325076
217,rover,10,1
218,drone,41.300676976213374,37.48255815083843
218,scout,10.468954839511456,3.645102241269648
218,rover,10,1
219,drone,41.300676976213374,37.48255815083843
219,scout,10.469598432557412,3.662825011706788
219,rover,10,1
220,drone,41.300676976213374,37.48255815083843
220,scout,10.470242025603369,3.6805477821439285
220,rover,10,1
221,drone,41.300676976213374,37.48255815083843
221,scout,10.470885618649325,3.698270552581069
221,rover,10,1
222,drone,41.300676976213374,37.48255815083843
222,scout,10.471529211695282,3.715993323018209
222,rover,10,1
223,drone,41.300676976213374,37.48255815083843
223,scout,10.472172804741238,3.7337160934553495
223,rover,10,1
224,drone,41.300676976213374,37.48255815083843
224,scout,10.472816397787195,3.75143886389249
224,rover,10,1
225,drone,41.300676976213374,37.48255815083843
225,scout,10.47345999083315,3.76916163432963
225,rover,10,1
226,drone,41.300676976213374,37.48255815083843
226,scout,10.474103583879108,3.7868844047667705
226,rover,10,1
227,drone,41.300676976213374,37.48255815083843
227,scout,10.474747176925064,3.804607175203911
227,rover,10,1
228,drone,41.300676976213374,37.48255815083843
228,scout,10.47539076997102,3.822329945641051
228,rover,10,1
229,drone,41.300676976213374,37.48255815083843
229,scout,10.476034363016977,3.8400527160781914
229,rover,10,1
230,drone,41.300676976213374,37.48255815083843
230,scout,10.476677956062932,3.8577754865153318
230,rover,10,1
231,drone,41.300676976213374,37.48255815083843
231,scout,10.47732154910889,3.875498256952472
231,rover,10,1
232,drone,41.300676976213374,37.48255815083843
232,scout,10.477965142154845,3.8932210273896124
232,rover,10,1
233,drone,41.300676976213374,37.48255815083843
233,scout,10.478608735200803,3.9109437978267527
233,rover,10,1
234,drone,41.300676976213374,37.48255815083843
234,scout,10.479252328246758,3.928666568263893
234,rover,10,1
235,drone,41.300676976213374,37.48255815083843
235,scout,10.479895921292716,3.9463893387010334
235,rover,10,1
236,drone,41.300676976213374,37.48255815083843
236,scout,10.480539514338671,3.9641121091381737
236,rover,10,1
237,drone,41.300676976213374,37.48255815083843
237,scout,10.481183107384629,3.981834879575314
237,rover,10,1
238,drone,41.300676976213374,37.48255815083843
238,scout,10.481826700430585,3.9995576500124543
238,rover,10,1
239,drone,41.300676976213374,37.48255815083843
239,scout,10.482470293476542,4.017280420449595
239,rover,10,1
240,drone,41.300676976213374,37.48255815083843
240,scout,10.482624117653563,4.0302913695360525
240,rover,10,1
241,drone,41.300676976213374,37.48255815083843
241,scout,10.482777941830584,4.04330231862251
241,rover,10,1
242,drone,41.300676976213374,37.48255815083843
242,scout,10.482931766007605,4.056313267708968
242,rover,10,1
243,drone,41.300676976213374,37.48255815083843
243,scout,10.483085590184626,4.069324216795426
243,rover,10,1
244,drone,41.300676976213374,37.48255815083843
244,scout,10.483239414361647,4.082335165881884
244,rover,10,1
245,drone,41.300676976213374,37.48255815083843
245,scout,10.483393238538667,4.095346114968342
245,rover,10,1
246,drone,41.300676976213374,37.48255815083843
246,scout,10.483547062715688,4.1083570640547995
246,rover,10,1
247,drone,41.300676976213374,37.48255815083843
247,scout,10.48370088689271,4.121368013141257
247,rover,10,1
248,drone,41.300676976213374,37.48255815083843
248,scout,10.48385471106973,4.134378962227715
248,rover,10,1
249,drone,41.300676976213374,37.48255815083843
249,scout,10.484008535246751,4.147389911314173
249,rover,10,1
250,drone,41.300676976213374,37.48255815083843
250,scout,10.484162359423772,4.160400860400631
250,rover,10,1
251,drone,41.300676976213374,37.48255815083843
251,scout,10.484316183600793,4.173411809487089
251,rover,10,1
252,drone,41.300676976213374,37.48255815083843
252,scout,10.484470007777814,4.1864227585735465
252,rover,10,1
253,drone,41.300676976213374,37.48255815083843
253,scout,10.484623831954835,4.199433707660004
253,rover,10,1
254,drone,41.300676976213374,37.48255815083843
254,scout,10.484777656131856,4.212444656746462
254,rover,10,1
255,drone,41.300676976213374,37.48255815083843
255,scout,10.484931480308877,4.22545560583292
255,rover,10,1
256,drone,41.300676976213374,37.48255815083843
256,scout,10.485085304485898,4.238466554919378
256,rover,10,1
257,drone,41.300676976213374,37.48255815083843
257,scout,10.485239128662919,4.251477504005836
257,rover,10,1
258,drone,41.300676976213374,37.48255815083843
258,scout,10.48539295283994,4.2644884530922935
258,rover,10,1
259,drone,41.300676976213374,37.48255815083843
259,scout,10.48554677701696,4.277499402178751
259,rover,10,1
260,drone,41.300676976213374,37.48255815083843
260,scout,10.485700601193981,4.290510351265209
260,rover,10,1
261,drone,41.300676976213374,37.48255815083843
261,scout,10.485854425371002,4.303521300351667
261,rover,10,1
262,drone,41.300676976213374,37.48255815083843
262,scout,10.486008249548023,4.316532249438125
262,rover,10,1
263,drone,41.300676976213374,37.48255815083843
263,scout,10.486162073725044,4.329543198524583
263,rover,10,1
264,drone,41.300676976213374,37.48255815083843
264,scout,10.486315897902065,4.3425541476110405
264,rover,10,1
265,drone,41.300676976213374,37.48255815083843
265,scout,10.486469722079086,4.355565096697498
265,rover,10,1
266,drone,41.300676976213374,37.48255815083843
266,scout,10.486623546256107,4.368576045783956
266,rover,10,1
267,drone,41.300676976213374,37.48255815083843
267,scout,10.486777370433128,4.381586994870414
267,rover,10,1
268,drone,41.300676976213374,37.48255815083843
268,scout,10.486931194610149,4.394597943956872
268,rover,10,1
269,drone,41.300676976213374,37.48255815083843
269,scout,10.48708501878717,4.40760889304333
269,rover,10,1
270,drone,41.300676976213374,37.48255815083843
270,scout,10.48723884296419,4.4206198421297875
270,rover,10,1
271,drone,41.300676976213374,37.48255815083843
271,scout,10.487392667141211,4.433630791216245
